,store,sido,gungu,store_address
0,가양동점,서울특별시,강서구,"서울특별시 강서구 양천로51길 11, 1층 102호(가양동,신환빌딩)"
1,강남구청점,서울특별시,강남구,서울특별시 강남구 삼성로119길 41. 1층(삼성동)
2,강서구청점,서울특별시,강서구,"서울특별시 강서구 화곡로51길 7, 1층(화곡동,광성빌딩)"
3,개봉1점,서울특별시,구로구,"서울특별시 구로구 개봉로11길 13, 1층 3호(개봉동)"
4,개포2점,서울특별시,강남구,서울특별시 강남구 선릉로6길 12. 1층(개포동)
5,개포3점,서울특별시,강남구,서울특별시 강남구 개포로22길 23. 지상1층(개포동)
6,경복점,서울특별시,강남구,"서울특별시 강남구 봉은사로43길 8, 1층 102호(논현동)"
7,고덕역점,서울특별시,강동구,서울특별시 강동구 고덕1동 643-2
8,고척동점,서울특별시,구로구,서울특별시 구로구 고척2동 164-41
9,공덕동점,서울특별시,마포구,서울특별시 마포구 공덕동 111-187
10,공덕역점,서울특별시,마포구,"서울특별시 마포구 마포대로11길 75 102 (공덕동, 공덕현대아파트상가)"
11,공릉철길공원점,서울특별시,노원구,서울특별시 노원구 동일로184길 69. 1층(공릉동)
12,광나루점,서울특별시,광진구,서울특별시 광진구 광장동 277-12 1층
13,광장동점,서울특별시,광진구,서울특별시 광진구 구의동 203-24
14,교대역점,서울특별시,서초구,서울특별시 서초구 서초동 1640-1 1층
15,구로2동점,서울특별시,구로구,서울특별시 구로구 구로2동 726-32
16,구의동점,서울특별시,광진구,서울특별시 광진구 자양로 322 (구의동)
17,궁동점(서울),서울특별시,구로구,"서울특별시 구로구 부일로15길 4, 1층 103호(궁동)"
18,금호로타리점,서울특별시,성동구,서울특별시 성동구 무수막길 89-2
19,금호역점,서울특별시,성동구,서울특별시 성동구 금호동3가 1394-3
20,길동2점,서울특별시,강동구,서울특별시 강동구 천중로49길 29(길동)
21,길동3점,서울특별시,강동구,"서울특별시 강동구 천호대로185길 89(길동, 1층)"
22,길음점,서울특별시,성북구,서울특별시 성북구 길음로 74 길음뉴타운5단지 2-105
23,까치산점,서울특별시,강서구,서울특별시 강서구 화곡8동 342-7 1층 102
24,낙성대1점,서울특별시,관악구,서울특별시 관악구 봉천11동 1642-7
25,난곡점,서울특별시,관악구,서울특별시 관악구 문성로16가길 43
26,노량진2동점,서울특별시,동작구,서울특별시 동작구 노량진2동 306-5
27,논현동점,서울특별시,강남구,"서울특별시 강남구 강남대로128길 27(논현동, 지상1층 102호)"
28,답십리점,서울특별시,동대문구,"서울특별시 동대문구 전농로3길 52-2, 1층(답십리동)"
29,당산동점,서울특별시,영등포구,서울특별시 영등포구 영등포동8가 29-2
30,대림역점,서울특별시,구로구,서울특별시 구로구 구로중앙로8길 17
31,대림점,서울특별시,영등포구,서울특별시 영등포구 대림로34길 14-1
32,대방동점,서울특별시,동작구,서울특별시 동작구 대방동 23-128
33,대조동점,서울특별시,은평구,서울특별시 은평구 역말로9길 40-1. 1층(대조동)
34,대치동점,서울특별시,강남구,서울특별시 강남구 대치동 626 청실상가 108
35,도봉점,서울특별시,도봉구,"서울특별시 도봉구 도봉로164길 10(도봉동, 1층)"
36,도화동점,서울특별시,마포구,서울특별시 마포구 도화동 268
37,독립문점,서울특별시,종로구,서울특별시 종로구 통일로 222(교북동)
38,독산1점,서울특별시,금천구,서울특별시 금천구 가산로3길 16
39,독산3점,서울특별시,금천구,서울특별시 금천구 독산로 319
40,독산점,서울특별시,금천구,서울특별시 금천구 독산동 1123
41,동방점,서울특별시,성북구,서울특별시 성북구 정릉동 227-72
42,동소문동점,서울특별시,성북구,서울특별시 성북구 동선동5가 18
43,등촌제일점,서울특별시,강서구,서울특별시 강서구 등촌1동 641-12
44,뚝섬점,서울특별시,광진구,서울특별시 광진구 능동로3가길 4(자양동)
45,마장동점,서울특별시,성동구,"서울특별시 성동구 청계천로10나길 80, 1층(마장동)"
46,마천1점,서울특별시,송파구,서울특별시 송파구 마천로61길 9(마천동)
47,망우동점,서울특별시,중랑구,서울특별시 중랑구 망우3동 444-26
48,망원동점,서울특별시,마포구,서울특별시 마포구 망원2동 475-42
49,명일점,서울특별시,강동구,서울특별시 강동구 동남로67길 44(명일동)
50,목동1점,서울특별시,양천구,서울특별시 양천구 목4동 772-12
51,목동3점,서울특별시,양천구,"서울특별시 양천구 목동동로 50 A-111(신정동, 목동아파트)"
52,목동시장점,서울특별시,양천구,서울특별시 양천구 목동중앙남로10 7
53,묵동점,서울특별시,중랑구,"서울특별시 중랑구 중랑역로 150, 108호(묵동,우성상가)"
54,문정점,서울특별시,송파구,"서울특별시 송파구 송이로33길 6-17(문정동, 지상1층)"
55,미아점,서울특별시,강북구,서울특별시 강북구 도봉로29길 10 1층
56,반포동점,서울특별시,서초구,서울특별시 서초구 반포1동 717-10 101
57,발산동점,서울특별시,강서구,서울특별시 강서구 우장산로 9(내발산동)
58,방배본점,서울특별시,서초구,서울특별시 서초구 동광로11길 25. 1층(방배동)
59,방이2점,서울특별시,송파구,서울특별시 송파구 방이동 159-16
60,방화1점,서울특별시,강서구,"서울특별시 강서구 양천로11길 8 (방화동, 1층)"
61,방화2점,서울특별시,강서구,"서울특별시 강서구 방화동로 116-1(방화동, 1층)"
62,백련시장점,서울특별시,서대문구,서울특별시 서대문구 남가좌2동 347-1
63,번동점,서울특별시,강북구,서울특별시 강북구 번3동 307 1층 5호
64,보광2점,서울특별시,용산구,"서울특별시 용산구 장문로6길 101, 지상1층(동빙고동 1-9)"
65,보라매동점,서울특별시,관악구,서울특별시 관악구 보라매로 22 (봉천동)
66,봉천2동점,서울특별시,관악구,서울특별시 관악구 봉천동 7-125
67,봉천현대점,서울특별시,관악구,"서울특별시 관악구 양녕로 35-1, 1층(봉천동)"
68,북가좌1점,서울특별시,서대문구,"서울특별시 서대문구 증가로20길 80, 1층(북가좌동)"
69,북가좌2점,서울특별시,서대문구,서울특별시 서대문구 북가좌2동 107-1 1층
70,불광동점,서울특별시,은평구,"서울특별시 은평구 연서로34길 16(불광동, 1층)"
71,사당4점,서울특별시,동작구,서울특별시 동작구 사당동 1033-23
72,삼성동점,서울특별시,강남구,"서울특별시 강남구 영동대로112길 61, 1층(삼성동)"
73,삼양동점,서울특별시,강북구,서울특별시 강북구 미아동 833-12
74,상계역점,서울특별시,노원구,"서울특별시 노원구 상계로23다길 4, 102호(상계동)"
75,상도4동점,서울특별시,동작구,서울특별시 동작구 상도4동 210-8
76,상도동점,서울특별시,동작구,서울특별시 동작구 상도동 22-107 102
77,상봉동점(서울),서울특별시,중랑구,서울특별시 중랑구 봉우재로 161(상봉동)
78,상일동점,서울특별시,강동구,서울특별시 강동구 상일동 207 1층
79,서울온천점,서울특별시,노원구,"서울특별시 노원구 노원로16길 15, 상가동 1층 104호 (하계동,중계9단지상가)"
80,서울지사,서울특별시,금천구,서울특별시 금천구 시흥동 985-14
81,서초동점,서울특별시,서초구,서울특별시 서초구 서초동 1360-34 지층
82,석관동점,서울특별시,성북구,"서울특별시 성북구 돌곶이로22길 50(석관동, 1층)"
83,선수촌점,서울특별시,송파구,서울특별시 송파구 잠실7동 85-1 아시아선수촌상가내
84,성내점,서울특별시,강동구,서울특별시 강동구 성내1동 560-5
85,성산동점,서울특별시,마포구,서울특별시 마포구 중동 64-25
86,세검정점,서울특별시,종로구,서울특별시 종로구 평창동 285-2
87,세곡점,서울특별시,강남구,서울특별시 강남구 세곡동 124-2 1층 16
88,송파한양점,서울특별시,송파구,서울특별시 송파구 송파동 122-3
89,수서점,서울특별시,강남구,"서울특별시 강남구 광평로51길 49, 수서주공아파트상가112"
90,수유점,서울특별시,강북구,서울특별시 강북구 수유동 252-28
91,시흥공구점,서울특별시,금천구,서울특별시 금천구 시흥동 941-1
92,시흥사거리점,서울특별시,금천구,서울특별시 금천구 시흥1동 995-10 1층
93,신공덕점,서울특별시,마포구,"서울특별시 마포구 만리재옛길 20(신공덕동, 1층)"
94,신구로점,서울특별시,구로구,"서울특별시 구로구 구로중앙로28다길 21, 1층101호(구로동)"
95,신길2점,서울특별시,영등포구,서울특별시 영등포구 신길동 451-1
96,신내동점,서울특별시,중랑구,"서울특별시 중랑구 봉화산로 236(신내동, 102호)"
97,신대방역점,서울특별시,관악구,서울특별시 관악구 신림동 542-17
98,신도림점,서울특별시,구로구,서울특별시 구로구 신도림로11다길 23(신도림동)
99,신림2점,서울특별시,관악구,서울특별시 관악구 신림동 251-461
100,신림3점,서울특별시,관악구,서울특별시 관악구 신림동 1641-26 지상2층 일부
101,신사동점,서울특별시,은평구,서울특별시 은평구 갈현로3길 33-8.1층
102,신설동점,서울특별시,종로구,서울특별시 종로구 숭인2동 699
103,신수동점,서울특별시,마포구,"서울특별시 마포구 토정로 240, 1-1(신수동, 상가)"
104,신월4점,서울특별시,양천구,서울특별시 양천구 신월4동 447-4
105,신월7점,서울특별시,양천구,서울특별시 양천구 신월7동 952-1 대지상가 105
106,신정1점,서울특별시,양천구,"서울특별시 양천구 중앙로32길 55, 1층 101호 (신정동)"
107,신정2점,서울특별시,양천구,"서울특별시 양천구 신목로2길 11, 1층 103호 (신정동,청구아파트상가)"
108,신풍시장점,서울특별시,영등포구,서울특별시 영등포구 신길3동 325-96
109,쌍문동점,서울특별시,도봉구,서울특별시 도봉구 쌍문동 56 삼익A 상가 107
110,암사역점,서울특별시,강동구,서울특별시 강동구 암사1동 501-25
111,약수역점,서울특별시,중구,서울특별시 중구 신당동 321-1 1층
112,양재점,서울특별시,서초구,서울특별시 서초구 양재동 8-71 광성빌딜 1층
113,여의도점,서울특별시,영등포구,"서울특별시 영등포구 여의나루로 117, 109(여의도동)"
114,역삼동점,서울특별시,강남구,"서울특별시 강남구 논현로63길 16, 1층116호(역삼동,역삼종합시장더블루)"
115,연남동점,서울특별시,마포구,서울특별시 마포구 연남로 41(연남동)
116,염창동점,서울특별시,강서구,서울특별시 강서구 공항대로65길 51. 1층(염창동)
117,영동아파트점,서울특별시,강남구,"서울특별시 강남구 역삼로64길 11, 1층(대치동)"
118,영등포점,서울특별시,영등포구,서울특별시 영등포구 당산동3가 27
119,영천시장점,서울특별시,서대문구,서울특별시 서대문구 천연동 1 냉천동 190
120,오류1점,서울특별시,구로구,서울특별시 구로구 고척로1길 5 (오류동)
121,옥수동점,서울특별시,성동구,"서울특별시 성동구 독서당로39길 48, 1층 (옥수동)"
122,왕십리점,서울특별시,성동구,서울특별시 성동구 하왕십리2동 955-11
123,우면동점,서울특별시,서초구,"서울특별시 서초구 바우뫼로7길 11, 1층 106호(우면동,우면아파트상가)"
124,월계동점,서울특별시,노원구,서울특별시 노원구 광운로2나길 11
125,월계삼호점,서울특별시,노원구,서울특별시 노원구 월계3동 12-1 삼호4차 상가
126,월곡2점,서울특별시,성북구,서울특별시 성북구 하월곡2동 37-18
127,은평구청점,서울특별시,은평구,서울특별시 은평구 은평로 200(응암동)
128,은행나무점,서울특별시,금천구,서울특별시 금천구 탑골로 17
129,응암1점,서울특별시,은평구,서울특별시 은평구 응암동 124-17
130,이대점,서울특별시,마포구,서울특별시 마포구 염리동 9-32
131,이화동점,서울특별시,종로구,서울특별시 종로구 대학로 52(연건동)
132,자양1점,서울특별시,광진구,"서울특별시 광진구 자양로13다길 47(자양동, 1층)"
133,자양3점,서울특별시,광진구,서울특별시 광진구 뚝섬로 693
134,잠실새마을점,서울특별시,송파구,"서울특별시 송파구 백제고분로7길 39, 1층 106호(잠실동,고려빌딩)"
135,장미점,서울특별시,송파구,서울특별시 송파구 신천동 7 장미 B-202
136,장위동점,서울특별시,성북구,서울특별시 성북구 장월로 90
137,정릉4동점,서울특별시,성북구,서울특별시 성북구 정릉동 372-47
138,정릉점,서울특별시,성북구,서울특별시 성북구 돈암동 43-6
139,종로낙원점,서울특별시,종로구,서울특별시 종로구 낙원동 49
140,중곡1점,서울특별시,광진구,"서울특별시 광진구 용마산로7길 20(중곡동, 1층)"
141,중곡2점,서울특별시,광진구,서울특별시 광진구 중곡동 199-27
142,증산동점,서울특별시,은평구,서울특별시 은평구 증산동 159-14
143,진달래점,서울특별시,강남구,서울특별시 강남구 역삼동 779-9
144,창동역점,서울특별시,도봉구,서울특별시 도봉구 창동 135-14 1층 103
145,창동점,서울특별시,도봉구,서울특별시 도봉구 덕릉로59길 28 (창동)
146,창신동점,서울특별시,종로구,"서울특별시 종로구 지봉로5길 12, 1층(창신동)"
147,천왕점,서울특별시,구로구,"서울특별시 구로구 천왕로 56, 상가동1층102호(천왕동,천왕이펜하우스3단지)"
148,천호점,서울특별시,강동구,"서울특별시 강동구 천중로18길 53, 1층 (천호동)"
149,청량리점,서울특별시,동대문구,"서울특별시 동대문구 왕산로 247, 1층(청량리동)"
150,청룡동점,서울특별시,관악구,서울특별시 관악구 청룡동 914-3
151,총신대점,서울특별시,동작구,서울특별시 동작구 사당5동 213-7
152,풍납점,서울특별시,송파구,서울특별시 송파구 풍성로 24(풍납동)
153,합정동점,서울특별시,마포구,서울특별시 마포구 포은로 52(합정동)
154,해방촌점,서울특별시,용산구,서울특별시 용산구 용산동2가 1-46
155,행당동점,서울특별시,성동구,"서울특별시 성동구 행당로 119 (행당동,1층)"
156,홍은1점,서울특별시,서대문구,서울특별시 서대문구 홍은2동 9-56 1층
157,홍은동점,서울특별시,서대문구,서울특별시 서대문구 홍은동 427-4
158,홍익대점,서울특별시,마포구,"서울특별시 마포구 독막로22길 21(창전동, 1층)"
159,홍제동점,서울특별시,서대문구,서울특별시 서대문구 세무서2길 24. 1층(홍제동)
160,화곡1점,서울특별시,강서구,"서울특별시 강서구 월정로28길 24(화곡동, 1층)"
161,화양동점,서울특별시,광진구,"서울특별시 광진구 능동로13길 70(화양동, 1층)"
162,훼미리점,서울특별시,송파구,"서울특별시 송파구 중대로 24(문정동, 훼미리상가125호)"
163,흑석동점,서울특별시,동작구,서울특별시 동작구 흑석동 96-3
164,개금점,부산광역시,부산진구,부산광역시 부산진구 개금3동 18
165,광안점,부산광역시,수영구,부산광역시 수영구 무학로33번길 55
166,기장점,부산광역시,기장군,부산광역시 기장군 기장읍 대라리 129-1
167,당감점,부산광역시,부산진구,부산광역시 부산진구 당감동 739-10
168,동삼점,부산광역시,영도구,부산광역시 영도구 태종로 688-2(동삼동)
169,두구동점,부산광역시,금정구,부산광역시 금정구 두구동 230-3
170,명지점,부산광역시,강서구,부산광역시 강서구 명지오션시티10 16 
171,모라점,부산광역시,사상구,부산광역시 사상구 모라로46번길 70(모라동)
172,반송2점,부산광역시,해운대구,부산광역시 해운대구 반송동 62-340
173,반여점,부산광역시,해운대구,부산광역시 해운대구 선수촌로 207번가길 67
174,부산송정점,부산광역시,해운대구,부산광역시 해운대구 송정중앙로 15-1
175,부산신평점,부산광역시,사하구,부산광역시 사하구 다대로142번길 130(신평동)
176,사직점,부산광역시,동래구,부산광역시 동래구 사직동 19-45
177,서3점,부산광역시,금정구,부산광역시 금정구 서3동 141-246
178,신선점,부산광역시,영도구,부산광역시 영도구 하나길 614
179,용호점,부산광역시,남구,"부산광역시 남구 용호로42번길 104(용호동,1층)"
180,장림1점,부산광역시,사하구,부산광역시 사하구 장림동 641-180
181,초읍점,부산광역시,부산진구,부산광역시 부산진구 초읍동 271-4
182,토곡점,부산광역시,연제구,부산광역시 연제구 연산동 410-2
183,학장점,부산광역시,사상구,부산광역시 사상구 학감대로 129
184,해운대점,부산광역시,해운대구,부산광역시 해운대구 우동 541-5 해운대비치오피스텔 101
185,해운대좌동주공2,부산광역시,해운대구,부산광역시 해운대구 좌동순환로 118 주공2단지 분산상가 나-105
186,화명점,부산광역시,북구,부산광역시 북구 화명동 1417-6
187,감삼점,대구광역시,달서구,대구광역시 달서구 두류3동 630-1
188,강남점,대구광역시,동구,대구광역시 동구 신암로16길 2
189,강북점,대구광역시,북구,대구광역시 북구 읍내동 803-1
190,관음점,대구광역시,북구,대구광역시 북구 관음동 1319-11
191,대구고성점,대구광역시,서구,대구광역시 서구 원대로13길 16
192,대구남산점,대구광역시,중구,대구광역시 중구 남산로2길 13(남산동)
193,대구대명점,대구광역시,남구,대구광역시 남구 두류공원로17길 48 (지하1층)
194,대구상동점,대구광역시,수성구,대구광역시 수성구 중동 502-3
195,대구서문점,대구광역시,서구,대구광역시 서구 비산동 280-8
196,대구송정점,대구광역시,동구,대구광역시 동구 반야월로 379(신서동)
197,대구신당점,대구광역시,달서구,대구광역시 달서구 신당동 1808-5
198,대구지산점,대구광역시,수성구,대구광역시 수성구 지산동 1234 지산단지114-4
199,대봉점,대구광역시,중구,대구광역시 중구 대봉동 121-241
200,동인점,대구광역시,중구,대구광역시 중구 동인동3가 238-2
201,동촌점,대구광역시,동구,대구광역시 동구 검사동 960-170
202,만촌점,대구광역시,수성구,대구광역시 수성구 만촌동 963-4
203,만평점,대구광역시,서구,대구광역시 서구 비산동 1285-2
204,명곡점,대구광역시,달성군,대구광역시 달성군 화원읍 설화리 779-1
205,범어B점,대구광역시,수성구,대구광역시 수성구 동대구로77길 24
206,본리점,대구광역시,달서구,대구광역시 달서구 본리동 81-3번지
207,봉덕2점,대구광역시,남구,대구광역시 남구 봉덕동 924-3
208,불로점,대구광역시,동구,대구광역시 동구 불로동 1139-7
209,비산점,대구광역시,서구,대구광역시 서구 평리동 791-24
210,비산B점,대구광역시,서구,대구광역시 서구 비산1동 723-1
211,산격점,대구광역시,북구,대구광역시 북구 산격동 1232-3
212,상인점,대구광역시,달서구,대구광역시 달서구 상인동 1457-16
213,서남점,대구광역시,달서구,대구광역시 달서구 감삼동 63-7
214,서변점,대구광역시,북구,대구광역시 북구 서변동 1738-14
215,성당점,대구광역시,달서구,"대구광역시 달서구 장기로 97(성당동, 보람빌딩지하1층)"
216,성서점,대구광역시,달서구,"대구광역시 달서구 이곡동 1194-2, 상가108호"
217,송현점,대구광역시,달서구,대구광역시 달서구 송현동 798-23
218,수성점,대구광역시,수성구,대구광역시 수성구 수성동1가 82-2
219,신매점,대구광역시,수성구,대구광역시 수성구 신매동 599-15
220,신천점,대구광역시,동구,대구광역시 동구 신천동 279-17
221,와룡점,대구광역시,달서구,"대구광역시 달서구 이곡동로 32, 403-106(이곡동,성서와룡타운)"
222,용산점,대구광역시,달서구,대구광역시 달서구 용산동 954-11
223,율하점,대구광역시,동구,대구광역시 동구 율하동로12길 12(율하동)
224,중리점(대구),대구광역시,서구,대구광역시 서구 국채보상로38길 57-1
225,진천대곡점,대구광역시,달서구,대구광역시 달서구 상화로21길 49(진천동)
226,칠곡2점,대구광역시,북구,대구광역시 북구 구암동 674-4
227,칠성점,대구광역시,북구,"대구광역시 북구 칠성로15길  8, 1층"
228,침산점,대구광역시,북구,대구광역시 북구 침산동 1466-1
229,태전점,대구광역시,북구,대구광역시 북구 태전동 162-30
230,테크노점(대구),대구광역시,달성군,대구광역시 달성군 유가면 봉리 608-1
231,파동점,대구광역시,수성구,대구광역시 수성구 파동 199-22 1층
232,평리점,대구광역시,서구,대구광역시 서구 평리동 618-1
233,화원점,대구광역시,달성군,"대구광역시 달성군 화원읍 화원로2길, 27"
234,황제점,대구광역시,서구,대구광역시 서구 내당동 69-26
235,가경동점,충청북도,청주시,충청북도 청주시흥덕구 풍산로 103(복대동)
236,가남점,경기도,여주시,경기도 여주시 가남면 태평중앙1길 8-6
237,가래비점,경기도,양주시,경기도 양주시 광적면 가납리 가래비길 24
238,가마점,충청북도,청주시,충청북도 청주시서원구 남이면 가마리 397
239,가수원점,대전광역시,서구,대전광역시 서구 가수원동 774-18
240,가양동점,서울특별시,강서구,"서울특별시 강서구 양천로51길 11, 1층 102호(가양동,신환빌딩)"
241,가오점,대전광역시,동구,대전광역시 동구 가오동 533
242,가운점,경기도,남양주시,경기도 남양주시 가운로2길 63 가운동삼원프라자 105호
243,가장점,대전광역시,서구,대전광역시 서구 가장동 40-40
244,가정지구1점,인천광역시,서구,인천광역시 서구 봉오재2로 37 104호
245,가좌3점,인천광역시,서구,인천광역시 서구 가석로156번길 23-1
246,가평역전점,경기도,가평군,경기도 가평군 가평읍 굴다리길 13
247,가평점,경기도,가평군,경기도 가평군 가평읍 가화로 125-1
248,가평현리점,경기도,가평군,"경기도 가평군 하면 현창로38번길, 6-1"
249,각화주공점,광주광역시,북구,광주광역시 북구 각화동 202번지 주공@상가 107호
250,간현점,강원도,원주시,강원도 원주시 지정면 간현로 188
251,갈곶원동점,경기도,오산시,경기도 오산시 갈곶동 126-23
252,갈마점,대전광역시,서구,대전광역시 서구 갈마로 60(갈마동)
253,갈산점,인천광역시,부평구,인천광역시 부평구 갈산동 364-4
254,갈산점(이천),경기도,이천시,"경기도 이천시 갈산로 81(갈산동, 102)"
255,갈산점(홍성),충청남도,홍성군,충청남도 홍성군 갈산면 상촌리 243
256,감곡점,충청북도,음성군,충청북도 음성군 감곡면 장감로 142
257,감삼점,대구광역시,달서구,대구광역시 달서구 두류3동 630-1
258,강경점,충청남도,논산시,충청남도 논산시 강경읍 대흥리 19-3
259,강구점,경상북도,영덕군,경상북도 영덕군 강구면 강구리 453번지
260,강남구청점,서울특별시,강남구,서울특별시 강남구 삼성로119길 41. 1층(삼성동)
261,강남대점,경기도,용인시,경기도 용인시기흥구 강남동로 114번 22
262,강남점,대구광역시,동구,대구광역시 동구 신암로16길 2
263,강릉교동점,강원도,강릉시,강원도 강릉시 강릉대로 269 (교동)
264,강릉대점,강원도,강릉시,강원도 강릉시  율곡초교길39번 27
265,강릉서부점,강원도,강릉시,강원도 강릉시 임영로 170-3(임당동)
266,강릉옥계점,강원도,강릉시,"강원도 강릉시 옥계면 현내시장길 52, 1/2"
267,강릉옥천동점,강원도,강릉시,강원도 강릉시 동부시장길 45(옥천동)
268,강릉유천점,강원도,강릉시,강원도 강릉시  선수촌로 63번길 우미린상가106
269,강북점,대구광역시,북구,대구광역시 북구 읍내동 803-1
270,강상점,경기도,양평군,경기도 양평군 강상면 병산리69-12
271,강서구청점,서울특별시,강서구,"서울특별시 강서구 화곡로51길 7, 1층(화곡동,광성빌딩)"
272,강서점,충청북도,청주시,충청북도 청주시흥덕구 강서동 가로수로1154번길 21-5
273,강선점,경기도,고양시,경기도 고양시일산서구 강선로 67번지 유원상가 103호
274,강진점,전라남도,강진군,전라남도 강진군 강진읍 탐진로 76-1
275,강화1점,인천광역시,강화군,인천광역시 강화군 강화읍 강화대로403번길 5
276,강화2점,인천광역시,강화군,인천광역시 강화군 강화읍 남산리 39-1
277,개군점,경기도,양평군,경기도 양평군 개군면 하자포길 35
278,개금점,부산광역시,부산진구,부산광역시 부산진구 개금3동 18
279,개봉1점,서울특별시,구로구,"서울특별시 구로구 개봉로11길 13, 1층 3호(개봉동)"
280,개신점,충청북도,청주시,충청북도 청주시흥덕구 장구봉로 130(개신동)
281,개운점,강원도,원주시,강원도 원주시 송림길 48-10(개운동)
282,개포2점,서울특별시,강남구,서울특별시 강남구 선릉로6길 12. 1층(개포동)
283,개포3점,서울특별시,강남구,서울특별시 강남구 개포로22길 23. 지상1층(개포동)
284,거모점,경기도,시흥시,경기도 시흥시 거모동 1753-6 105호
285,거진점,강원도,고성군,강원도 고성군 거진읍 거탄진로 129-1
286,거창점,경상남도,거창군,경상남도 거창군 거창읍 중앙로 52-1
287,건등점,강원도,원주시,강원도 원주시 문막읍 동화초교길 38
288,건영점,경기도,고양시,경기도 고양시일산서구 성저로 110번지
289,건천점,경상북도,경주시,"경상북도 경주시 건천읍 내서로 1126, 101"
290,검단점,인천광역시,서구,인천광역시 서구 완정로 196
291,검암경서점,인천광역시,서구,인천광역시 서구 검암동 643-2 우주프라자 104
292,경기송산점,경기도,화성시,경기도 화성시 수노을1로191 상가3동 105호
293,경남고성점,경상남도,고성군,경상남도 고성군 고성읍 송학리 263-7
294,경남금산점,경상남도,진주시,경상남도 진주시 금산면 장사리 935-1
295,경남단계점,경상남도,산청군,경상남도 산청군 신등면 신등가회로 15
296,경남사천점,경상남도,사천시,경상남도 사천시 사천읍 정의1길 16
297,경남양산점,경상남도,양산시,경상남도 양산시 중앙로 111 1층
298,경복점,서울특별시,강남구,"서울특별시 강남구 봉은사로43길 8, 1층 102호(논현동)"
299,경안점,경기도,광주시,경기도 광주시 중앙로 179 (송정동)
300,경포대점,강원도,강릉시,강원도 강릉시 경포로 489-6(안현동)
301,계산1점,인천광역시,계양구,인천광역시 계양구 계산2동 933-25
302,계양1동점,인천광역시,계양구,인천광역시 계양구 황어로115번길 10
303,고강1점,경기도,부천시,경기도 부천시오정구 원종동 238-10
304,고강2점,경기도,부천시,경기도 부천시오정구 고강본동 399
305,고담리점,경기도,이천시,경기도 이천시 대월면 대산로288번길 72
306,고대점,충청남도,당진군,충청남도 당진군 고대면 고대로 47
307,고덕역점,서울특별시,강동구,서울특별시 강동구 고덕1동 643-2
308,고덕점,충청남도,예산군,충청남도 예산군 고덕면 용고길 353
309,고매리점,경기도,용인시,경기도 용인시기흥구 고매동 722-2
310,고북점,충청남도,서산시,충청남도 서산시 고북면 기포리 300-2
311,고색점,경기도,수원시,경기도 수원시권선구 고색동 42-14
312,고은점,충청북도,청원군,충청북도 청원군 남일면 단재로 730-1
313,고읍점,경기도,양주시,"경기도 양주시 고읍남로39번길 71, 104(광사동)"
314,고잔2점,경기도,안산시,경기도 안산시단원구 고잔동 733-1 104
315,고잔점,경기도,안산시,경기도 안산시단원구 고잔동 612 문화연립상가동 110
316,고척동점,서울특별시,구로구,서울특별시 구로구 고척2동 164-41
317,고천점,경기도,의왕시,"경기도 의왕시 효행로 44(오전동, 의왕빌딩3호)"
318,고한점,강원도,정선군,강원도 정선군 고한읍 고한로 151-1
319,곡반정점,경기도,수원시,경기도 수원시권선구 곡반정동 578 현대@상가107
320,곤명점,경상남도,사천시,경상남도 사천시 곤명면 정곡리 843-9
321,곤지암점,경기도,광주시,"경기도 광주시 곤지암읍 곤지암로50번길, 25"
322,공덕동점,서울특별시,마포구,서울특별시 마포구 공덕동 111-187
323,공덕역점,서울특별시,마포구,"서울특별시 마포구 마포대로11길 75 102 (공덕동, 공덕현대아파트상가)"
324,공도점,경기도,안성시,경기도 안성시 공도읍 고무다리길 10-1
325,공릉철길공원점,서울특별시,노원구,서울특별시 노원구 동일로184길 69. 1층(공릉동)
326,공주1점,충청남도,공주시,충청남도 공주시 웅진로 140(중동)
327,공주산성동점,충청남도,공주시,충청남도 공주시 산성찬호길 1(산성동)
328,과학단지점,충청북도,청원군,충청북도 청원군 오창읍 오창중앙로 94
329,관기점,충청북도,보은군,충청북도 보은군 마로면 관기송현로 95-1
330,관산점,경기도,고양시,경기도 고양시덕양구 통일로802번길 71
331,관양1점,경기도,안양시,경기도 안양시동안구 관양동 1397-1 1층 101
332,관음점,대구광역시,북구,대구광역시 북구 관음동 1319-11
333,관저1점,대전광역시,서구,대전광역시 서구 관저동 981 원앙쇼핑109호
334,관저2점,대전광역시,서구,대전광역시 서구 관저동 1137-1 구봉5단지상가 103호
335,광나루점,서울특별시,광진구,서울특별시 광진구 광장동 277-12 1층
336,광릉내점,경기도,남양주시,경기도 남양주시 진접읍 광릉내로 81
337,광명1점,경기도,광명시,경기도 광명시 오리로 937
338,광명2점,경기도,광명시,경기도 광명시 광명동 348-20
339,광명3점,경기도,광명시,"경기도 광명시 광명로928번길 14, 1층(광명동)"
340,광산점,광주광역시,광산구,광주광역시 광산구 송정동 792-14
341,광안점,부산광역시,수영구,부산광역시 수영구 무학로33번길 55
342,광양점,전라남도,광양시,전라남도 광양시 광양읍 인서중앙길 43
343,광장동점,서울특별시,광진구,서울특별시 광진구 구의동 203-24
344,광주점,경기도,광주시,경기도 광주시 문화로 6(역동)
345,광주지사, ,,
346,광천점,충청남도,홍성군,충청남도 홍성군 광천읍 광천리 244-7
347,광탄점,경기도,파주시,경기도 파주시 광탄면 혜음로 1127-1
