,store,sido,gungu,store_address
944,홍천점,강원도,홍천군,강원도 홍천군 홍천읍 꽃뫼로 137
945,호산점,강원도,삼척시,강원도 삼척시 원덕읍 호산2길 67-1
946,현리점,강원도,인제군,강원도 인제군 기린면 덕다리길 8
947,혁신점,강원도,원주시,"강원도 원주시 양지로 160-2, 107호(반곡동, 부영A상가)"
948,학성점,강원도,원주시,"강원도 원주시 학성길 46, 상가동 1층 103호(학성동, 삼천리아파트)"
949,퇴계점,강원도,춘천시,강원도 춘천시 행촌로32번길 16(퇴계동)
950,태장소초점,강원도,원주시,강원도 원주시 소초면 치악로 2355
951,태장1점,강원도,원주시,강원도 원주시 현충로 148(태장동)
952,태백점,강원도,태백시,"강원도 태백시 황지로 44. 107호(황지동, 우남연립)"
953,천도리점,강원도,인제군,강원도 인제군 서화면 천도로 133-1
954,천곡점,강원도,동해시,강원도 동해시 천곡로 36(천곡동)
955,중동점,강원도,영월군,강원도 영월군 중동면 태백산로 1199
956,주천점,강원도,영월군,강원도 영월군 주천면 주천면 주천로84번길 1
957,조양점,강원도,속초시,"강원도 속초시 새마을길 5, 1층(조양동)"
958,정선점,강원도,정선군,강원도 정선군 정선읍 비봉로 58-1
959,정선남면점,강원도,정선군,강원도 정선군 남면 문은단로 3
960,정동진점,강원도,강릉시,강원도 강릉시 강동면 정동3길 46-4
961,임원점,강원도,삼척시,강원도 삼척시 원덕읍 임원중앙로 37
962,일산점,강원도,원주시,"강원도 원주시 무실로 50(일산동, 지상1층)"
963,인제점,강원도,인제군,강원도 인제군 인제읍 비봉로16번길 5
964,원통점,강원도,인제군,강원도 인제군 북면 원통로147번길 32
965,우천점,강원도,횡성군,강원도 횡성군 우천면 우항3길 5-6
966,우산점,강원도,원주시,강원도 원주시 우산동 90-3번지
967,장호용화점,강원도,삼척시,강원도 삼척시 근덕면 삼척로 2127
968,용대리점,강원도,인제군,"강원도 인제군 북면 미시령로 1150, 1층"
969,오크밸리점,강원도,원주시,"강원도 원주시 지정면 오크밸리1길 70, 1층(빌리지센타)"
970,영진점,강원도,원주시,"강원도 원주시 소초면 장막2길 10, 외6필지"
971,양양점,강원도,양양군,강원도 양양군 양양읍 남문7길 5
972,양양동호점,강원도,양양군,강원도 양양군 손양면 선사유적로 316-20
973,양덕원점,강원도,홍천군,강원도 홍천군 남면 양덕원2길 30
974,양구점,강원도,양구군,강원도 양구군 양구읍 사명길 66
975,아야진점,강원도,고성군,강원도 고성군 토성면 아야진리 49-3
976,쌍용점,강원도,영월군,강원도 영월군 한반도면 쌍용로 82-1
977,신남점,강원도,인제군,강원도 인제군 남면 신남로48번길 19
978,시동점,강원도,홍천군,강원도 홍천군 남면 시동안로 321
979,수타사점,강원도,홍천군,강원도 홍천군 동면 속초길 6
980,석사점,강원도,춘천시,강원도 춘천시 효석로67번길 18-1(석사동)
981,서화점,강원도,인제군,강원도 인제군 서화면 금강로 1777-1
982,서원점,강원도,횡성군,강원도 횡성군 서원면 서원로 144-2
983,서면점,강원도,홍천군,강원도 홍천군 서면 팔봉산로 1180
984,북방점,강원도,홍천군,강원도 홍천군 북방면 영서로 2706
985,부영점,강원도,속초시,강원도 속초시 조양로 142번길 15(조양동)
986,부안점,강원도,춘천시,강원도 춘천시 보안길 42(후평동)
987,봉포점,강원도,고성군,강원도 고성군 토성면 토성로 65
988,미탄점,강원도,평창군,강원도 평창군 미탄면 미탄중앙로 42
989,명륜점,강원도,원주시,"강원도 원주시 남원로527번길 66, 1층 (명륜동)"
990,마차점,강원도,영월군,강원도 영월군 북면 마차중앙1길 39-1
991,둔내점,강원도,횡성군,강원도 횡성군 둔내면 경강로둔방6길 8
992,동해본점,강원도,동해시,"강원도 동해시 해안로 635-4, 1층(발한동)"
993,동면점,강원도,양구군,강원도 양구군 동면 금강산로 1554
994,단관점,강원도,원주시,"강원도 원주시 단관길 177-9(관설동, 1층)"
995,단계점,강원도,원주시,강원도 원주시 북원로2246번길 45(단계동)
996,내면점,강원도,홍천군,강원도 홍천군 내면 창촌로 33-1
997,남양점,강원도,삼척시,"강원도 삼척시 중앙시장길 68-26(남양동, 단층일부)"
998,남부점,강원도,춘천시,강원도 춘천시 공지로 354(효자동)
999,남면점,강원도,양구군,강원도 양구군 남면 삼팔선로 10
1000,금호점,강원도,속초시,강원도 속초시 중앙로121번길 6(금호동)
1001,근덕점,강원도,삼척시,강원도 삼척시 근덕면 교가길 22-9
1002,구곡점,강원도,원주시,"강원도 원주시 늘품로 8, 101호(단구동)"
1003,교동점,강원도,속초시,강원도 속초시 교동 먹거리4길 33(교동)
1004,계촌점,강원도,평창군,강원도 평창군 방림면 계촌길 58
1005,거두점,강원도,춘천시,강원도 춘천시 동내면 거두택지길 32(1층)
1006,강현점,강원도,양양군,강원도 양양군 강현면 물치천로 12
1007,강릉교동점,강원도,강릉시,"강원도 강릉시 율곡초교길39번길 18, 1층(교동)"
1008,강대점,강원도,춘천시,"강원도 춘천시 서부 대성로 182-1, 1층(효자동)"
1009,김화점,강원도,철원군,강원도 철원군 김화읍 김화로 635
1010,문혜리점,강원도,철원군,강원도 철원군 갈말읍 두루미로 100-1
1011,칠금봉방점,충북,충주시,충북 충주시 연수동 1245
1012,청전점,충북,제천시,충북 제천시 숭문로20길 26(의림동)
1013,지현점,충북,충주시,충북 충주시 사직산8길 22(지현동)
1014,제천A점,충북,제천시,"충북 제천시 숭의로1길 2, 1층(화산동)"
1015,이류점,충북,충주시,충북 충주시 대소원면 대소원1길 21
1016,용산점,충북,충주시,충북 충주시 용정2길 39-1(성남동)
1017,영춘점,충북,단양군,충북 단양군 영춘면 온달평강로 56
1018,연수점,충북,충주시,충북 충주시 금릉동 708-2
1019,수안보점,충북,충주시,충북 충주시 수안보면 장터1길 19
1020,부강점,충북,충주시,충북 충주시 교현동 1087
1021,금가점,충북,충주시,충북 충주시 금가면 강수로 335
1022,광혜원점,충청북도,음성군,충청북도 음성군 대소면 대청로 15 
1023,오창호수공원점,충청북도,청주시,충청북도 청주시 청원구 오창읍 양청리 752-4 102호
1024,음성점,충청북도,음성군,충청북도 음성군 음성읍 시장로 43 
1025,탑동점,충청북도,청주시,충청북도 청주시 상당구 탑동로1번길 104 
1026,괴산점,충청북도,괴산군,충청북도 괴산군 괴산읍 동부리 627-20
1027,가경점,충청북도,청주시,충청북도 청주시 흥덕구 풍산로89번길 31 세원아파트 상가 103 
1028,봉명점,충청북도,청주시,충청북도 청주시 흥덕구 봉명로149번길 6
1029,부윤점,충청북도,음성군,충청북도 음성군 대소면 대동로 515 
1030,강서점,충청북도,청주시,충청북도 청주시 흥덕구 서현중로 56 
1031,감곡점,충청북도,음성군,충청북도 음성군 감곡면 장감로 189 
1032,진천점,충청북도,진천군,충청북도 진천군 진천읍 문화2길 12
1033,복대점,충청북도,청주시,충청북도 청주시 흥덕구 성봉로 267 
1034,석교점,충청북도,청주시,충청북도 청주시 상당구 영운로 140 
1035,금천점,충청북도,청주시,충청북도 청주시 상당구 수영로259번길 64 
1036,소라점,충청북도,청주시,충청북도 청주시 상당구 원봉로 25 신라아파트 상가 111호
1037,충북덕산점,충청북도,진천군,충청북도 진천군 덕산면 초금로 757-2
1038,영동점,충청북도,영동군,충청북도 영동군 영동읍 영산로1길 3 
1039,옥천점,충청북도,옥천군,충청북도 옥천군 옥천읍 금장로 113 
1040,용산점,충청북도,영동군,충청북도 영동군 용산면 용산로 307
